,text,sentiment
10509,go on a picnic with -PRON- dad   atleast i persaude -PRON- out of the idea of walk   cycling yum special k,positive
10510,how do this Follow Friday thing work   -PRON- do not have any real follower,neutral
10511,-PRON- so   hot   no air conditioning,negative
10512,have interesting WKND Sleeping Saturday   Productive Sunday,positive
10513,be watch Wall Street and realize that since -PRON- be on a movie channel -PRON- will not get a potty break,neutral
10514,got a headache now,negative
10515,good morning twitterworld   sleep too less,negative
10516,be watch the final episode of ER   Goon SuBo   win britian get talent,positive
10517,the new redesign cricinfo    -PRON- hate change,negative
10518,cool show last night have -PRON- in fit,positive
10519,-PRON- only have one day leave in school   -PRON-   be approach,neutral
10520,thank for that,positive
10521,Dora the Explorer   greeting to -PRON- niece,positive
10522,why be not everyone with -PRON-,neutral
10523,i wanna move to england ello i must go to the loo i will head to -PRON- caddyyes gahaha and the awesome accent,positive
10524,miss   on -PRON- birthday,negative
10525,not a fan of the Bulmers but the Magners pear be AWESOME -PRON- want slush puppy though   Hurryup classy omgimpatient,positive
10526,go to go make -PRON- Memes Mothers day card then go hop in the shower and hop to sleep,neutral
10527,atl to NJalmost home,neutral
10528,music update before leave Check out the song Photograph by Air Disco Friends by Just Jack stand up by the Prodigy and enjoy,positive
10529,NiceId like to be therebut -PRON- too far   -PRON- be from Brazil kiss and have a nice day,positive
10530,-PRON- be with ya   do not   follow -PRON- either,neutral
10531,-PRON- wish i could sleep past four am on -PRON- night off   good morning,positive
10532,new guitar hero metallica guitar be already break   fail,negative
10533,haha -PRON- be welcome -PRON- be honestly go crazy too have a great night as well,positive
10534,Goooooodmoring   -PRON- do not want to be up -PRON- be YAT    happy birthday again aygee,positive
10535,why must Jay Leno leave -PRON- own show,neutral
10536,gettin -PRON- cardio on right now walkin to the train station awww -PRON- so miss the gym,negative
10537,just think of a spanish name that -PRON- will pretend to be one night out Ariella Gonzalez like -PRON- do not care because i do,positive
10538,i do not know what -PRON- be do   i feel so empty LOLLL cheesy but true,negative
10539,phone power be die,neutral
10540,good luck go to sleep -PRON- be up work on a stupid paper no worry ur not alone   so u ready to record that album or what,positive
10541,Geesh   day straight -PRON- s not the boynside joint LOL head with   and then go c bf,neutral
10542,great new directory on Babysitterdirectory come soon   and -PRON- a directory with a twist   all will be reveal next week,positive
10543,want to learn how to make flower,neutral
10544,-PRON- have do nothing today apart from moanwhingemoan,negative
10545,lannen fall     -PRON- have a new EP come out shortly   -PRON- want -PRON- dude to hear -PRON-,neutral
10546,hime -PRON- play up until the latter part of the voodoo village part coop until -PRON- lose -PRON- usual partner,neutral
10547,but lorraine kelly be a sexy mama,positive
10548,wish i be rollin with ya,positive
10549,so have a freakin lond thursday   ready to hit the hay and surprise surprise -PRON- can not freakin sleep   Boo,negative
10550,-PRON- think -PRON- could be relate,neutral
10551,sigh where s -PRON- candy,negative
10552,about to pik out -PRON- hair braid -PRON- up scrub off -PRON- make up and relaxxxx tonight be fun,positive
10553,bali can wait for -PRON-,neutral
10554,glad -PRON- get a laugh out of -PRON-,positive
10555,-PRON- got a Pandora bracelet for -PRON- birthdaaaay,neutral
10556,IKR -PRON- mom get -PRON- for -PRON- a birthday a few year ago Tis the good,positive
10557,i feel like watch a disney movietoo bad -PRON- do not have a vcr anymore,negative
10558,-PRON- last full week of school,neutral
10559,piece a photo quilt for Boeing employee to be hang in Huntington Beach Sadly many people in the quilt pic be now lay off,negative
10560,thankyou sugaaar   btw Ill leave this town on   really hope could see -PRON- next time ya ra Skrg sempit bgt sih waktunya ya,positive
10561,have an awesome day at the zoo   now gettin ready   church   yay,positive
10562,drive safe Linz give -PRON- some pit stop update on where -PRON- be,neutral
10563,total tv quote not sure if u would know -PRON-,neutral
10564,be eat a tomato and -PRON- squirt all over -PRON-,negative
10565,-PRON- think -PRON- have bugger up -PRON- mobile   ack -PRON- be a stubborn   and refuse to get a new one,negative
10566,bhaha -PRON- a teenage nightclub and i be at home when -PRON- be suppose to be there -PRON- have no   license no more touch,negative
10567,bye great meeting -PRON-,positive
10568,i got a summer job,neutral
10569,-PRON- be so sorry -PRON- hope -PRON- s ok,neutral
10570,MPAA show how to videorecord a tv     via,neutral
10571,a friend be someone who will help -PRON- move a real friend be someone who will help -PRON- move a body,positive
10572,but then -PRON- will not see -PRON- hotness much either,neutral
10573,aww   -PRON- be too kind hi sweetie be -PRON- guy out party without -PRON-    -PRON- be the only person who come to work   lol,positive
10574,thank -PRON- have a Teflon liver be scottish -PRON- be raise on whisky,positive
10575,haha -PRON- okay to be different,neutral
10576,-PRON- ask mum bout go out tommorow -PRON- laugh in -PRON- face lmao,negative
10577,wrong liesboystell -PRON- the only one -PRON- love -PRON- really have several woman,negative
10578,-PRON- be so hungryif -PRON- arm be on the core diet -PRON- would eat -PRON-   Guess -PRON- have to wait until dinner be ready,negative
10579,good Evening Terri have miss -PRON- lately hope life be be good to -PRON- have a wonderful evening,neutral
10580,ah -PRON- live all over the baltimoredc suburb the last   yes then finally make -PRON- back to -PRON- home state,neutral
10581,-PRON- should come over before friday and teach -PRON- how,neutral
10582,omigoodness -PRON- feel like a popsicle,positive
10583,goodmorne,positive
10584,-PRON- too hot   -PRON- do not like -PRON-,negative
10585,just fight with -PRON- printerafter   hour i claim victory i hate electronic,negative
10586,be chat to one of -PRON- bestie,neutral
10587,eminem new song Beautiful be amazing listen to the MAGIC right now,positive
10588,just get home from morongo have a corona   Won   buck woo Lol -PRON- wish -PRON- woulda be   instead,neutral
10589,-PRON- want to hit that,neutral
10590,where be -PRON- on -PRON- d night,neutral
10591,nice skillz Nick   x love always Marjorie   Jemimah Sydney Australia,positive
10592,-PRON- like this bride sense of humor -PRON- wear this wedding gown onceby accident,positive
10593,nothing well than have to take a cold shower in the morning,positive
10594,-PRON- could have be a lost dog   poor girl,negative
10595,Yeaa -PRON- be so sad -PRON- have watch -PRON- live performance in Peru etc and -PRON- be EPIC    -PRON- wish shed just come to NI lol xo,neutral
10596,do -PRON- a favour tell -PRON- what -PRON- think about -PRON-,neutral
10597,whoa hahaha wee go there in a bit just watch Hugh Jackmans interview at Oprah,positive
10598,-PRON- student just walk in ball   -PRON- just witness -PRON- dog get hit on the street   -PRON- do not know what to do to cheer -PRON- up,negative
10599,sm Ill have a look do -PRON- live in the centre of Glasgow -PRON- be bear on Bellshill   grow up in Bothwell -PRON- miss Tunnocks pie,negative
10600,-PRON- be sorry that stink,negative
10601,-PRON- kind of like -PRON- birthday be   long,neutral
10602,be wish -PRON- would get more follower,positive
10603,-PRON- almost lose -PRON- again phone   silly indy,negative
10604,social be fun Swam in the water in -PRON- boxer,positive
10605,macs ftw btw just because and if -PRON- be still use the grandaddy pcs -PRON- lose at life jp   not really,neutral
10606,have a great night Tomorrow be mother day,positive
10607,ACK Ghost Whisperer be not on     network lucky -PRON- give -PRON- walk the line in place of itfckas JP be hawt,neutral
10608,one be not suppose to have a headache on a Friday that s just not right,negative
10609,Sittin through this boring   conference call then i get to go home n nap missin   alot,negative
10610,that s such a long time from now,neutral
10611,-PRON- oki be kinda feel ignore anyway   and -PRON- sunday arvo   go out for Lunch   WINE,negative
10612,omg and -PRON- never would believe what -PRON- do ahaha i love -PRON- but -PRON- feel like a movie but REAL,positive
10613,-PRON- Friday and sun be shine and -PRON- quite warm already just walk the dog -PRON- be so freaky   hyper,negative
10614,long weekend be over look forward to end of May then,positive
10615,not to thrill about the marathon this sunday -PRON- assign -PRON- on the street Less,negative
10616,J Ross -PRON- can not leave the killer still singe and run the title   -PRON- should have be edit out for more music   happy   not,negative
10617,how s -PRON- dog,neutral
10618,nothing really go wellhowever currently there s nothing else to look forward to so may aswel make the good of -PRON-,neutral
10619,Yeahthose pant be horrible   Yeahmy wife love the job   -PRON- love performing and kid so -PRON- a good environment,neutral
10620,be upset -PRON- leave -PRON- phone at home again,negative
10621,instant Internet Marketing empire   BONUS recoup -PRON- investment in   hour or less,neutral
10622,so no yarn arrive until Monday and -PRON- do not even know what s in this shipment   -PRON- have nothing to dye     now what,negative
10623,carter Vid be mark private,neutral
10624,this be what pundit be pay forhow will tv channel and website run otherwise,neutral
10625,real stressed,negative
10626,get ready for summy yummy cocoa crispie,neutral
10627,ready -PRON- raining in Miami though   Go Cavs right,neutral
10628,at school Rusty just put oh -PRON- be love on -PRON- ipod awh,positive
10629,nash Badumtish   -PRON- win,positive
10630,-PRON- know exactly what -PRON- mean -PRON- treat be more awhile than once in,neutral
10631,wish could but ride a tour from Chicago back to Iowa,neutral
10632,stupid competition stuff keep get in the way   but -PRON- be go to get some word in today if -PRON- kill -PRON-    write,negative
10633,bank holiday in London woohoo,neutral
10634,be very disappointed that cadbury chocolate block get small,negative
10635,just finish study for Abnormal Psychology Eek -PRON- still have two more day Ill do more than fine,negative
10636,-PRON- s be do -PRON- makeup for year long before Tyra steal -PRON- away from -PRON-,negative
10637,do not look at -PRON- toe put shoe on then paint big toe,neutral
10638,ho Yay -PRON- can eat proper food now,positive
10639,so much for an amazing daysome pervert just ruin -PRON-,negative
10640,aww that s wikid i need to book myne again sooon   miss -PRON- to lovely -PRON- be off ned some brekkie speak soon dudde,positive
10641,and -PRON- be the only person who stand up for -PRON- the world be full if spineless   this make -PRON- sad,negative
10642,Zac Brown be in Virginia Beach and Ill be in NoVA,neutral
10643,what would happen if the Bees die,neutral
10644,-PRON- hate be young,negative
10645,yes that do sound like a distinct advantage fortunately -PRON- enjoy be female,positive
10646,seem like everyone -PRON- know be ask for computer help    kill -PRON- now,negative
10647,can not sleep and nothing on tv,negative
10648,too much good food on this Mothers Day not that -PRON- be complain Seafood durian puff and macaron yum,positive
10649,-PRON- think -PRON- be fall in love with -PRON-    iloveyou,positive
10650,-PRON- attempt to sync facebook and twitter seem to have fail,negative
10651,have a lovely Mothers Day,positive
10652,shack idol today can not wait -PRON- go to be funnn poor cameron -PRON- fall on a BAR in speech today i feel so bad for -PRON-,neutral
10653,brand new be play at the epicenter in July when -PRON- be in NY Jesse lacey why do -PRON- hate -PRON-,negative
10654,-PRON- little sister tell -PRON- i have a double chin   aww,neutral
10655,be -PRON- a worldwide number caause for some reason -PRON- phone will not dial the number,neutral
10656,be now follow Chester Bennington awesome,positive
10657,just see GOD perform -PRON- love -PRON- -PRON- thank -PRON- by MC Mong,positive
10658,not yet -PRON- save the page to read for when -PRON- travel,neutral
10659,lol i hope i find someone to give -PRON- one too lol,neutral
10660,-PRON- wish -PRON- reply to -PRON- July will be utterly amazing,positive
10661,such a busy day today Banbury Fair fashion show tonight and move into -PRON- apartment tomorrow i have no start pack yet,negative
10662,daddy want to buy -PRON- shoe but -PRON- be prettie esspensive so nao -PRON- haff to go bearfoot,neutral
10663,Head be throb from lack of sleep and still have mucho work do not feel like a Friday,negative
10664,on a sunny walk round the lake this morning -PRON- meet a mother goose and father goose and five baby gosling,neutral
10665,do with geology but -PRON- be really miss -PRON- favorite sister especially because -PRON- can not go to banquet tonight,negative
10666,ohh and Coffee Break be -PRON- fave too -PRON- rock LOL,positive
10667,Defo can not wait -PRON- will have a nice afternoon and some music,positive
10668,i feel extremely depressed right now,negative
10669,be sooo much well than    -PRON- biology score so bad,neutral
10670,i love -PRON- nose kiss,positive
10671,not good news   time for an incredibly hard decision,negative
10672,Jane Austens book     Pride and Prejudice   Emma be great also   Northanger Abbey,positive
10673,so how s the new gphone -PRON- guess -PRON- should have sign up to go to google io after all,neutral
10674,love the movie Grease can not believe that Jeff Conaway be the same guy who play Kenickieso sad to see -PRON- on Celebrity Rehab,neutral
10675,just wait to get pick up at the train station by -PRON- bro and then off to the gym can not believe -PRON- bump someone last night,neutral
10676,yes,neutral
10677,delayscancellation really bite have have -PRON- fair share and can sympathize Hang tough,neutral
10678,-PRON- can do -PRON-,positive
10679,omg -PRON-    haha i be half an hour late   work whoop   Hahaha i   workin sit mornins,negative
10680,-PRON- picture will not update,neutral
10681,-PRON- do not even want to know why -PRON- know about VHEMT but do not go   -PRON- d miss -PRON-,negative
10682,so tired,neutral
10683,i want Van Basten to b the milan manager,neutral
10684,sleep be not come easy sleep pill need -PRON- maybe this be why -PRON- mind be soo wild lately no sleepcraziness proven fact,negative
10685,heart to heart Mom to Mom Open talk mom,neutral
10686,-PRON- have to use the bathroom,neutral
10687,-PRON- love -PRON- boogah Can anyone contain Lebron James   Talk about so sick,neutral
10688,but   but -PRON- michael bay sigh -PRON- be sorry love   do not know -PRON- feel that way about -PRON-    XD,negative
10689,sweat be just not cute   unfortunately -PRON- have not figure out how to work out without sweat boo,negative
10690,-PRON- want to go to the pub Boooo,negative
10691,do -PRON- not think of texte -PRON- that -PRON- have just read -PRON- now lol figure out the html on -PRON- own,positive
10692,haha -PRON- s up here to stay -PRON- nearly   hour on the coach for -PRON- to get here may not be convenient for an hour of tv,negative
10693,headache boo,negative
10694,same here have a nice quiet Sunday,positive
10695,anyday -PRON- hate live here,negative
10696,quick catch up on missed Neighbours   poor libby,negative
10697,haha no -PRON- just connect -PRON- phone to -PRON- wifi,neutral
10698,sounders game tomorrow and mother day,neutral
10699,Lol   be like polar opposite Ben maybe that s why -PRON- get on so well,positive
10700,put up a half naked dougie poster   i love sugar ladmag,positive
10701,happy mothers day,positive
10702,have a awesome day at school,positive
10703,all alone at home,neutral
10704,run   mile go to the gym   wake up Ur great kidsdependable Danny   hope -PRON- have be great already,positive
10705,-PRON- may have come down with something be almost out of tissue     this be not a good season,negative
10706,star wars   be   BOO i wanna do -PRON- jobe HAND it over   u can act as -PRON- at -PRON- high school    LOL,negative
10707,-PRON- not,neutral
10708,a gift to -PRON- PUBLISHED Episode   Align and ReAlign with Sensitivity Level    min yoga class,positive
10709,i can not even call a   man    on bogus   yah digg,neutral
10710,catch up on email for -PRON- research project   yay for label and search in gmail   much easy,positive
10711,also just speak to -PRON-                ï¿½tearï¿½,positive
10712,glad -PRON- like the gmail addon too -PRON- visual people like the asthetic to be right do not -PRON-,positive
10713,-PRON- think -PRON- should know this -PRON- s go to break up with -PRON- and -PRON- just have to tell -PRON- -PRON- be sorry -PRON- know -PRON- love -PRON-,negative
10714,-PRON- love old school horror movie more -PRON- get elvira tattoo on -PRON- back,positive
10715,Dow future up   point in over night trading look like May be off to a good start so far   f,positive
10716,OMG fold -PRON- laundry and match all sock to -PRON- perfect pair   good laundry fold day -PRON- be,positive
10717,oh yes there be no feast leave,neutral
10718,nice -PRON- do not see the firework but -PRON- sure hear -PRON-,positive
10719,how do -PRON- forgive -PRON- for hurt the one -PRON- love the most,negative
10720,shaw night babe,neutral
10721,ackle New to Twitter New to Supernatural   -PRON- be only   day old   Jst order   season after seein   gud random ep lastnte,neutral
10722,guess -PRON- be stay home tonightno moviee for -PRON-,neutral
10723,go to bed    goodnight,positive
10724,hahaha thaanks   iï¿½m from brazil,positive
10725,i be   -PRON- lucas at -PRON- czech republic beer that taste like heaven in a bottle -PRON- amazing,neutral
10726,do not win a Lammy last night   but happy for Scott Sherman who do walk -PRON- foot off at BEA today,positive
10727,be youtube not work properly for anyone else -PRON- can not watch video because -PRON- keep fail to load,neutral
10728,say number be all good   all that s leave be the white blood cell count,positive
10729,search for Dr Scholls sandal insert for man -PRON- seem -PRON- only make -PRON- for woman,neutral
10730,nope no idea -PRON- have register so far no response,neutral
10731,own   but i can not go,negative
10732,pineapple rock bud,positive
10733,traffic go to be late,negative
10734,-PRON- feel sorry for -PRON- nail lol -PRON- feel fine thank -PRON-,neutral
10735,lady across the way have a miscarriage say a prayer,neutral
10736,the website -PRON- be develop    let -PRON- also share videos document map and event   later music too,neutral
10737,go to the doctor,neutral
10738,Ahhhh   the the wonderful   adaptor,positive
10739,-PRON- be free at last tomorrow -PRON- get to remember what Sundays look like,positive
10740,-PRON- be good thank may need -PRON- be advice soon as -PRON- be play with a new font of -PRON- own,positive
10741,ment to be do hw but not go to happen Ill pray for tia   Rose be in the shower so sh,neutral
10742,-PRON- be bore do not want to stay home tonight but do not want to spend money   blah,negative
10743,thank clair -PRON- have not watch -PRON- yet,positive
10744,lady in the water be pure bs but i remember enjoy -PRON- other film,neutral
10745,watch Ace of Cakes LOST edition omfgggg,neutral
10746,fall asleep and wake to gun shot be not fun,negative
10747,-PRON- wish yallunfortunately -PRON- will not be able to make itgotta work -PRON-   gig today,negative
10748,not in the mood crazii crazii highly upset now with everything   everybody,negative
10749,i now know that -PRON- have make a difference in each other livesi feel proud,positive
10750,thanks -PRON- find -PRON- already,positive
10751,that sound good,positive
10752,oh yes i ave never orderd from there a lil funny at first to do so i will check -PRON- -PRON- ta,positive
10753,awesome -PRON- be at   west lake street right across from the dunn brothers on lake,positive
10754,-PRON- be twitterre and facebooke and blogging and myspacing and bullshitting,neutral
10755,how about a new article on find -PRON- YouTube channel stat in -PRON- Google Analytics account can not find -PRON-,neutral
10756,do not wait on Red could be age -PRON- know what -PRON- mean though really look for a new job,neutral
10757,Kinda bum that -PRON- be go to miss s return to BG now Ill never know what -PRON- like to make love to gunn,negative
10758,just talk to s cute grandma on the phone   -PRON- only speak Hindinot -PRON- good languagebut somehow -PRON- mange,neutral
10759,i honestly hope the theatre get hit by a meteor before -PRON- get there,negative
10760,alright gang got to go park with family for an hour back then   Mwahs to yu if -PRON- head to bed before then,neutral
10761,go log in to -PRON- myspace page,neutral
10762,contemplate borrow one of -PRON- mom dog just for todayi want to take care of someone,positive
10763,hi eric -PRON- hope -PRON- have a beautiful Saturday,positive
10764,-PRON- just watch that episode again last night,neutral
10765,do -PRON- remember -PRON-,neutral
10766,be off to get some dinner,neutral
10767,exhausted but force into attend a lockin,negative
10768,sorry again -PRON- do not have a twitter ap on -PRON- phone so -PRON- only text to -PRON- -PRON- can only reply on the internet for now,negative
10769,here be winter but not snow,neutral
10770,Bella do not love -PRON- no more,negative
10771,be think today will be a longg day,neutral
10772,-PRON- be one of -PRON- favorite musiciansartist ever please keep up the great work John,positive
10773,ok crowdsourcing fail,negative
10774,too early   Ill spill -PRON- corn flake,neutral
10775,-PRON- swear -PRON- so hot -PRON- do not want to leave -PRON- house   be -PRON- hot where -PRON- at,negative
10776,wait in a long line at chickfila,neutral
10777,Aww thank,positive
10778,-PRON- do not say -PRON- meet all the awesome people just a bunch of -PRON-,positive
10779,and aww and HEEE nicely do -PRON- weekend guest approve a lot,positive
10780,wish i be home in time for the jonaswebcast today,positive
10781,pilot to copilot baby -PRON- burnin up    i can not stress how much this line work,negative
10782,that s how -PRON- be for -PRON- in Marchit come sooo slowthen -PRON- be over in a heartbeat,negative
10783,Cat be anxiously watch wild turkey in -PRON- back yardi think -PRON- have -PRON- eye on -PRON- bunny rabbit,negative
10784,one interlock down one to go,neutral
10785,be a hot hell of a mess -PRON- wish i would have go to arlington for zeta,neutral
10786,hope all be ok,positive
10787,fun time just break -PRON- usb stick like literally break -PRON-,positive
10788,go with firefox,neutral
10789,still a bit of a warning signal in -PRON- head say -PRON- want yesterday headache back ok get -PRON- a coffee then quick,negative
10790,-PRON- bestie leah   have not see -PRON- in so long,neutral
10791,slice -PRON- up a treat,neutral
10792,i be bore   any idea of a nice site,neutral
10793,-PRON- tomato soup taste like red pepper,neutral
10794,the least -PRON- can do for -PRON- be retweet -PRON- when -PRON- ready so   -PRON-   -PRON- be    -PRON- talk about viral tweet,neutral
10795,that s well than Missy   tell -PRON- -PRON- should be on the big loser,positive
10796,so which one be -PRON- the Good the bad or the ugly,neutral
10797,AHhh FCUKKKi miss out again   -PRON- must fill -PRON- in with the deetzsee -PRON- tonight,negative
10798,alright sorry but -PRON- think -PRON- should go anyways,negative
10799,for the record john mayer be freak cool,positive
10800,morning all   and -PRON- a lovely day at last,positive
10801,what -PRON- can not believe -PRON- have to find out this waydont -PRON- ppl contact family first -PRON- be so sad   who be,negative
10802,i bet so,neutral
10803,-PRON- be    believe -PRON- -PRON- have try -PRON- be just too ginger freckle join up on -PRON- face   that s -PRON-   get -PRON- out a bottle cancerfree,neutral
10804,thank the more the merrier,positive
10805,-PRON- just bang -PRON- elbow and -PRON- bleed   owwiee,negative
10806,rainy season here -PRON- come,neutral
10807,home Sweet Home -PRON- do not have a picnic blanket though,neutral
10808,-PRON- be old than yours,neutral
10809,-PRON- want some candy,neutral
10810,just nothing perfect in life darn -PRON-,negative
10811,why be i awake,neutral
10812,POOOOOOOOR SHEEEEP,negative
10813,maybe -PRON- could drill a hole in -PRON-   lol     oh SNAP   sorry could not resist,neutral
10814,omg please jonas brother add an extra date in dublin in november i try   get ticket but dey be sell out,neutral
10815,well -PRON- guess -PRON- be not head out to LA this weekend Doubt Ill get to go to the PS Blog Meet and Greet,neutral
10816,-PRON- welcome,positive
10817,thank for the follow man,positive
10818,sell bike fast than expect and -PRON- be run out of size     luckily the single speed be on the ocean now ETA    EO June,neutral
10819,hi this be   -PRON- hope everybody be have a safe   fun weekend,positive
10820,sit at the Audi Joburg fashion week cast so many lanky people in one place almost   Lol good luck to everyone,positive
10821,-PRON- after midnight   -PRON- hear the shower call -PRON- technically -PRON- not twice in one day since -PRON- morning -PRON- be not very green,neutral
10822,haha iya   start to tweet again krn mitzy baru bertweeter jg Nit,neutral
10823,-PRON- be glad   -PRON- def need a pick -PRON- up   drama free,positive
10824,the boy do not finish -PRON- taco so now -PRON- be eat -PRON- happily,positive
10825,awww lol yh -PRON- be worth -PRON-   mcfly be worth -PRON-    eekk,positive
10826,not good -PRON- be not comin close to where i love on tour,neutral
10827,gor i be soo bored man i do not think i could get any more bored,negative
10828,Lol only if -PRON- make -PRON- that cookie   Ill hit -PRON- up,negative
10829,-PRON- be a huge fan of take that since i be a baby Yeah   month really feel like   month,positive
10830,-PRON- hope -PRON- be do something right have an influx of review on a   year old fan fic tell -PRON- -PRON- love -PRON- style of write for HP,positive
10831,a   minutos splitup,neutral
10832,yeeeeeessss -PRON- can not wait too bad -PRON- can not drink,negative
10833,want everyone to know -PRON- s off to watch cypher again,neutral
10834,-PRON- wish -PRON- could be AT work as oppose to be wit the kid cuz -PRON- the hard job eva,negative
10835,mint choc ice cream whilst studyingnow that s good,positive
10836,-PRON- teeshirt be faaar too small for -PRON- but i like -PRON- too much to stop wear -PRON-,positive
10837,-PRON- be varnish -PRON- nail babyblue now,neutral
10838,back home in palmdale in bed with -PRON- mommy,neutral
10839,-PRON- can not believe this do -PRON- give -PRON- any reason,neutral
10840,finally back from the stupid holiday   miss the fit bar man though,negative
10841,on the way to home,neutral
10842,a surprisingly good day now -PRON- time to sleep hopefully sweet dream await -PRON-,positive
10843,no evidence No Conviction   absolutely hilarious make -PRON- day every time,positive
10844,coffee in hand and sun shine in -PRON- window   Hope everyone have a great Monday morning so far monday   MR,positive
10845,-PRON- do   but -PRON- be on a strict diet    ugh -PRON- feel like if i cheat for one day Ill throw everything up,negative
10846,Ahhhh \you be soo smart   thank for this schooling of thought,positive
10847,fun in the sun hmmm hell no -PRON- cold,neutral
10848,-PRON- be   and -PRON- still have not be to a club lot of bar though -PRON- do not think -PRON- be miss much,negative
10849,yeah -PRON- go to vmail now -PRON- call -PRON- while i be in the store no luck,negative
10850,good luck with the pump,positive
10851,-PRON- be sit here take a little break and try to recharge so -PRON- can continue housework,positive
10852,ahaha i know but now i can not do anything over the weekend,negative
10853,HiiI freaking love -PRON-   -PRON- would be the happy   year old girl alive if -PRON- reply to this,positive
10854,Bus stick in traffic go to be late,negative
10855,i hear one of -PRON- song and -PRON- have an amazing voice   i be stunned,positive
10856,Zelda Fans pandi   Zelda the minnish cap and a want for more music taste Zelda   epic   -PRON-,neutral
10857,i hate rain and people,negative
10858,Europe bind,neutral
10859,just wake upahh i have a headache,negative
10860,be -PRON- guest,neutral
10861,-PRON- be a giver and life reward the taker   -PRON- giver make taker possible but -PRON- get no appreciation for what -PRON- dowe just get take,negative
10862,good morning tweep -PRON- have a feeling -PRON- will not be oversleep now that Gracie be around   -PRON- pounce on -PRON- head and wake -PRON- up at,positive
10863,Yup be ace film tho,neutral
10864,finish sew for the night upload picture from slidebar and beach i can not believe i be have difficulty with twitter,negative
10865,-PRON- keep makingfun of -PRON- typos,neutral
10866,on -PRON- way to see diplo with -PRON- girl kathryn at smartbar,neutral
10867,ugh -PRON- people and -PRON- fancy trip to Italy while -PRON- be slave away at this computer,negative
10868,morning T -PRON- love -PRON- breakfast if -PRON- be not stick at the shop right now get maintenance do to the ride,neutral
10869,fun who do -PRON- go with another park no invite   lol,neutral
10870,-PRON- wish -PRON- could get twitt to upload -PRON- background of m,neutral
10871,wish that -PRON- have a private jet so that -PRON- can go see -PRON- BFF   time like this ok okot really think of carbon footprint here,neutral
10872,pretty   good friday night,positive
10873,-PRON- not follow -PRON-   -PRON- will not let -PRON- dm,neutral
10874,first year in age where -PRON- be not go to the crafty raft o i do not mind though i do not even like the crafty raft,negative
10875,arrgghhhggguuuiiissshhhh no idea what to do for this modern assignement   Burma or Cuba eeeep help,negative
10876,oo never play -PRON-   that s so good that u like   play game most female do not like too,positive
10877,ready to crashhad a great day and a FUN night -PRON- could not ask for anything more   night,positive
10878,happy birthday to u Happy Birthday to u Happy Birthday to u Happy Birthday to u Happy Birthday to u and many more,positive
10879,Awe i feel so left out,negative
10880,-PRON- s -PRON- boxing trainer although -PRON- think the bruise come from -PRON- hit -PRON- on something ow,negative
10881,-PRON- have the good bestfriend in the whole world   -PRON- Mothers Day present   ambien klonopin and a quarter woohoo   smh,positive
10882,well gotdamn girl -PRON- do not know what else   -PRON- be sleepy again Grrr,neutral
10883,and gadget show today   Can today be any well,neutral
10884,srry can not go paintballing tonight   and there be no good movie out,negative
10885,oh well    -PRON- great to see the canadian math trade get big though,positive
10886,what have -PRON- do for Mothers Daypeople who be a day behind uswhat will -PRON- be do -PRON- take -PRON- mom to Starbucks -PRON- enjoy -PRON-,positive
10887,sooo much work so little time,negative
10888,today something amazing happenedI fall in love with coupon,positive
10889,have the good mother day breakfast shopping and lunch drink chocolate galore,positive
10890,be jst out there wednesday,neutral
10891,til the next asaran,neutral
10892,also check out   and     other wonderful cause that need -PRON- help,neutral
10893,just check the diary and -PRON- clash with uSwitchnet beer,neutral
10894,yeah -PRON- d just upload   pic   position -PRON- just right then poof go before -PRON- could save,neutral
10895,-PRON- just get a twitt account,neutral
10896,oh dear -PRON- be sorry but i laugh,negative
10897,simple recipe for creamy spaghetti with bacon corn mushroom and pepper,neutral
10898,Omfglmaolassetti be right those bang do look bad   lmao,neutral
10899,live now but nobodys there,neutral
10900,oooh really haha have -PRON- say anything about -PRON- yet ill suggest the idea on twitter if -PRON- wanthavent already,positive
10901,and how   -PRON- already be   year -PRON- will be WWDC   before -PRON- know -PRON-,neutral
10902,if -PRON- do not want to come then do not come JEEEEEZ,negative
10903,Paul Scanlon sharing from Gods Word this morning -PRON- s sound a bit hoarse perhaps a touch of cold -PRON- will not hold -PRON- Pastor back,neutral
10904,now -PRON- be fully awake,neutral
10905,DepecheMode concert next week cancel   alternative date not know yet Dave Gahan have a tumor,negative
10906,nice have funAlthough -PRON- can not not have fun lol,neutral
10907,try Nokias Ovi music store Nokia Music do not currently support the Mozilla Firefox Mac OS X browser on -PRON- operating system,neutral
10908,oh no   nighty night,neutral
10909,-PRON- be the mean lil boy ever when -PRON- be a lil girl everyone love -PRON-,neutral
10910,ohhh hm -PRON- do not want to screw -PRON- up,neutral
10911,aw sure thing   -PRON- in -PRON- thought and prayer,neutral
10912,be look forward to spending time with mom today,positive
10913,-PRON- film do not come out   the camera be break lamesauce,negative
10914,buthesmine   -PRON- tell -PRON- a couple of week ago that -PRON- do not find any other guy hot apart from the one -PRON-,negative
10915,feel sick at stomach today,negative
10916,off to JFK again should be in texas soon,neutral
10917,Happy Mothers Day to all the Mothers especially -PRON-   enjoy ya day mother,positive
10918,football session after thisfun,positive
10919,-PRON- be great friend of mine Ill let -PRON- know when -PRON- be play next and -PRON- can come along and do whatever -PRON- like,positive
