,text,sentiment,Subjectivity,Polarity
14862,i would be look forward to see -PRON- tonight if i be go,2,0.0,0.0
14863,everything be near here in SG but -PRON- have a pointsana hindi sa Jurong East ang office ni,1,0.4,0.1
14864,be super happy at the new interest rate   whoop whoop,2,0.7070707070707071,0.4232323232323232
14865,-PRON- use an external track ball with -PRON- laptop Again seem excessive but be totally more efficient,2,0.5333333333333333,0.08333333333333333
14866,-PRON- be a loner   haha suckss,0,0.3,0.2
14867,be in the badbook again do not know why -PRON- bother,0,0.0,0.0
14868,i be too slow to get   up tix,0,0.39999999999999997,-0.30000000000000004
14869,blogge   mention link to contest where -PRON- may just win a free book or two,1,0.6000000000000001,0.6000000000000001
14870,yeah   just tell Stanley -PRON- the only time -PRON- want to slap girl icky INSULT encorage bad behavior,0,0.7555555555555555,-0.33333333333333326
14871,totally -PRON- have be waitin for something new and think provoke at mjname,2,0.6022727272727273,0.06818181818181818
14872,-PRON- tummy hurt,0,0.0,0.0
14873,way to many people be cry at the school picnic and now -PRON- have to decide if -PRON- want to go back or go to public -PRON- be confused and sad,0,0.4533333333333333,-0.08
14874,but that s   week away   -PRON- be sure -PRON- get by only tweet at night before,1,0.9444444444444444,0.25
14875,bit excited be u bradie lol,2,0.725,0.5875
14876,mostley yellow and green,1,0.15,-0.1
14877,bummed i do not get to see manchester orchestra bc -PRON- be sell out i spend all night buy tv show on itunes   lame,0,0.75,-0.5
14878,back from Miami -PRON- miss South Beach,0,0.0,0.0
14879,first sport banquet without katie,1,0.3333333333333333,0.25
14880,Yay thank -PRON- feel like ur yell at -PRON-    LOL,1,0.7,0.8
14881,so nice to meet -PRON- too   be the good for bring -PRON- along,2,0.8,0.6499999999999999
14882,lol very true -PRON- have be keep an eye out for that   -PRON- be not very tech savvy so -PRON- have be alright thus far,1,0.7112499999999999,0.31375
14883,well -PRON- sound delicious ill be lay out on -PRON- patio tom sans pool   enjoy -PRON- burger,2,0.725,0.32499999999999996
14884,dinner be yummy and all but -PRON- be still super tired after all the thing -PRON- go through to enroll for college,1,0.6833333333333333,-0.033333333333333354
14885,just figure out why only strong guy be suppose to put heavy thing on top shelf ouch,0,0.6833333333333333,0.18333333333333332
14886,see the UCLA bookstorenow convince that every single major university have a well bookstore than     have fun so far,2,0.4785714285714286,0.09776785714285713
14887,crazyangel oh noooo do -PRON- not get through,0,0.0,0.0
14888,and now -PRON- raining,1,0.0,0.0
14889,haha yeah i mean mall winks back,2,0.32916666666666666,-0.0375
14890,day tomorrow   carla come over after school,1,0.0,0.0
14891,welcome new follower          thank for the love Tweet on,2,0.6515151515151515,0.4787878787878788
14892,love u and love mr player come visit -PRON-   i miss u girl,2,0.6,0.5
14893,-PRON- awful breezy out here good thing -PRON- sell blanket,1,0.8,-0.15000000000000002
14894,-PRON- miss the concert Tuesday already -PRON- d really like a time machine to go see -PRON- again -PRON- be so fun,1,0.2,0.25
14895,need to dye -PRON- hair can see a slight hint of ginger,1,0.16666666666666666,-0.16666666666666666
14896,World LOL poor cubby brewer on a roll -PRON- ranger lose but -PRON- Leafs win,1,0.5666666666666665,0.4000000000000001
14897,-PRON- like   in the morningsometime -PRON- just do not know exactly what be good to dobut -PRON- will def figure -PRON- out   happy moms day,1,0.6166666666666667,0.5833333333333334
14898,home get ready to back to work on Monday   Maternity leave be up,1,0.25,0.1
14899,hi Serena just want to say good luck in Madrid and Paris this month,2,0.6000000000000001,0.7
14900,i get one too but -PRON- be on a usb key without the fancy packaging,1,1.0,0.0
14901,yeahshe pass last week   so sad,0,0.5333333333333333,-0.25
14902,lol the sun be hide -PRON- s have a lie in   how s -PRON-,1,0.7,0.8
14903,-PRON- knw maan i be go to say the same thing -PRON- both would become omelette and other would become chapathis,1,0.25,-0.0625
14904,i just want to wish -PRON- mom a happy mother day,2,1.0,0.8
14905,thank -PRON- for the retweet,2,0.0,0.0
14906,beanz INSULT sorry to hear that tina,0,1.0,-0.5
14907,i want to but -PRON- be not over   and tc say over   only   wanna make an exception for -PRON-,1,1.0,0.0
14908,hey -PRON- be do the same thing this weekend but -PRON- be for the kiddosgotta love ikea,2,0.3625,0.25
14909,indo girl in Thai Traditional Clothes be object for tourist at Wat Arun,1,0.75,0.0
14910,whoa if the alcohol will not get -PRON- buzz the price will,0,0.0,0.0
14911,can not sleep Sucks the one day i have to sleep in and i have to get up and go shopping with mom ugh,0,0.3,-0.3
14912,plan be take flight to go out tonight but -PRON- be now sink in the Hudson since -PRON- have to work in -PRON- morning stupid bird strike,0,1.0,-0.7999999999999999
14913,-PRON- and -PRON- mom car be break into   -PRON- feel violated,0,0.0,0.0
14914,Twas a good show -PRON- even like Ciaras last song    time for -PRON- to go to bed Gnight,2,0.33333333333333337,0.35
14915,Ugh why be not infamous on   INSULT lame -PRON- only on,0,0.9166666666666666,-0.08333333333333333
14916,great stuff can not wait to hear -PRON-,2,0.75,0.8
14917,hommmmmme good day,2,0.6000000000000001,0.7
14918,just spend the day with Bridget and a small thing that get wind and fart a lot   oh yeah -PRON- baby now slightly broody,1,0.2833333333333333,-0.20833333333333331
14919,make -PRON- into leadership buttt -PRON- be still not happy how can i enjoy -PRON- without -PRON- good friend,0,0.7000000000000001,0.2333333333333333
14920,hi Mel if -PRON- feel unhappy just take a bit of fry but do not overdo   if can help -PRON- do not,0,0.9,-0.6
14921,haha of course that s -PRON- favorite album of all time,2,0.65,0.35
14922,-PRON- be so upset u be at US weekly -PRON- uncle work there but -PRON- apparently do not know how big of a fan i be,1,0.22499999999999998,-0.0125
14923,if anyone have a dreamwidth spare invite code lie around could -PRON- please spare -PRON- one pretty please,1,1.0,0.25
14924,-PRON- mean mamas,1,0.6875,-0.3125
14925,i have never see WallE i be confused because i have no idea what -PRON- guy be talk about hehe   now i do though,1,0.7,-0.4
14926,hey that s about what -PRON- be for round    Round   next week,1,0.26666666666666666,-0.13333333333333333
14927,woke up walk out of -PRON- room and a bug fly in -PRON- eye,1,0.9,0.8
14928,-PRON- do not want to work tomorrow -PRON- do not feel good have not feel good in   day   -PRON- body need rest but -PRON- mind will not slow down,0,0.47222222222222227,0.34861111111111104
14929,be not look forward to the LSAT,1,0.0,0.0
14930,enjoy the great sunshine from indoor -PRON- do not feel good today,1,0.6166666666666667,0.6333333333333334
14931,-PRON- stupid msn will not sign in,0,1.0,-0.7999999999999999
14932,so gutter that Ruby get eliminate from NZNTM   -PRON- be all about support the local Haha Hosanna well not win,1,0.2333333333333333,-0.06666666666666667
14933,-PRON- mommys gummy mothers day posterrr,1,0.0,0.0
14934,one of -PRON- favorite quote ever,2,1.0,0.5
14935,have to give -PRON-   year old golden retriever away to another family today   sad,0,0.5666666666666667,-0.033333333333333326
14936,go girl start -PRON- day out rightgotta love that,2,0.6,0.5
14937,-PRON- do not say -PRON- be leave yesterday -PRON- will not see -PRON- at the house anymore once -PRON- get back tear tear,1,0.0,0.0
14938,thank for the well wish and hope ur day be also quite successful,2,0.95,0.75
14939,update to the late version of Adium now what a great app,2,0.675,0.25
14940,happy juddday everybody,2,1.0,0.8
14941,sit outside with -PRON- laptop   -PRON- kinda nice,2,0.525,0.3
14942,Lia Should have grab some on the way to work,1,0.0,0.0
14943,just home from work need to continue pack Raerae be go for the weekend    Mya and -PRON- be hang out,1,0.0,0.0
14944,speechless,1,0.0,0.0
14945,ooh i know -PRON- i can hold -PRON- hand,1,0.0,0.0
14946,go down the post office to try and sort this whole ebay hacker thing,0,0.34444444444444444,0.022222222222222213
14947,-PRON- think when u go   -PRON- tummy be suppose to feel well not bad,1,0.6666666666666666,0.3499999999999999
14948,Square B   -PRON- be sad because -PRON- be not there and now -PRON- s well square   crochet bee with poly fibe,0,1.0,-0.5
14949,get a pedicure -PRON- love these -PRON- massage do not include a legarmfoot massage today,1,0.6,0.5
14950,-PRON- brain hurt,0,0.0,0.0
14951,good night fellow Twitterati back to work tomorrow,2,0.30000000000000004,0.35
14952,i be awake   hour ago should have check twitter,1,0.0,0.0
14953,just want to wish everyond a Happy Mothers Day Hope -PRON- a great one,2,0.875,0.8
14954,dagnamit late power twitter update be pant   no clickable link,1,0.6,-0.3
14955,-PRON- smash -PRON- pinky in julias car door INSULT -PRON- life,0,0.0,0.0
14956,new neighbor be move in off to give -PRON- brazil presentation that i should have give on -PRON- d but some people go overtime,1,0.45454545454545453,0.13636363636363635
14957,chill at home,2,0.0,0.0
14958,off work,1,0.0,0.0
14959,-PRON- be clearly very busy   take care of -PRON- and -PRON- be sure -PRON- will be fine take one to know one,2,0.592962962962963,0.34888888888888886
14960,go to Di Bella coffee roaster today and ask for a job    the person -PRON- need to speak to be on holiday   fb,1,0.0,0.0
14961,-PRON- trail the street of Sheffield and could not find the pub   and all the number -PRON- have be landline how go -PRON-,1,0.0,0.0
14962,dedicate the next   hour to clean the house,1,0.35000000000000003,0.18333333333333335
14963,Sunday and Mothers day,1,0.0,0.0
14964,translate XMind to -PRON- language,1,0.0,0.0
14965,Happy Mothers Day,2,1.0,0.8
14966,happy Mothersday btw look at the bright side -PRON- can chill all day today,2,0.8999999999999999,0.75
14967,bored some vector INSULT off to work after this class,0,1.0,-0.5
14968,have Fever   do not feel to work,0,0.0,0.0
14969,i finish all -PRON- work,1,0.0,0.0
14970,no this be not redirect this be just update post on -PRON- website massagedk   next item   publish next item   pulish,1,0.0,0.0
14971,-PRON- be so busy -PRON- do not even get to talk with -PRON-   please tell -PRON- -PRON- get -PRON- lipstick,1,0.3,0.1
14972,-PRON- call a RipStick   when -PRON- have a job -PRON- sell a lot of those,1,0.0,0.0
14973,sorry to hear,0,1.0,-0.5
14974,hey boy do -PRON- wanna see -PRON- tooth insult -PRON- twitter donï¿½t wanna change -PRON- picture,1,0.0,0.0
14975,hug -PRON- not sad really -PRON- just mess,0,0.4583333333333333,0.09166666666666667
14976,in the sun and change -PRON- default icon just for -PRON-   what be -PRON- plan,1,0.0,0.0
14977,do -PRON- have a password for the San Diego show Mine be not work,1,0.0,0.0
14978,finish watch the movie mirror -PRON- like -PRON- but -PRON- really do not do anything for -PRON-    out of ten i give -PRON-     cool,2,0.2833333333333334,0.08333333333333333
14979,haze aww -PRON- be sorry that Ray Wise have appear on the show yet     -PRON- watch   everyday except for Friday -PRON- a good of aots,1,0.8,0.19999999999999998
14980,-PRON- be be not -PRON-,1,0.0,0.0
14981,-PRON- looove guitar and play -PRON- -PRON- think -PRON- sound magnificent if only i be well if only,2,0.85,0.35
14982,poor little MBA be on fire again,0,0.55,-0.29375
14983,gmornin,2,0.0,0.0
14984,-PRON- mind automatically wake up at   Huge fail   -PRON- summer   good morning nonetheless go to get ready for work now,0,0.575,0.2
14985,-PRON- get to do -PRON- assignment tomorrow   OMG mackillop have swine,0,0.0,0.0
14986,BHB -PRON- go to that concert and -PRON- remember Derek and Mark be host -PRON- miss see BHB   at the grove,0,0.0,0.0
14987,-PRON- be hectiv runny around after the woman but goof   just make -PRON- both a surprise now,1,0.0,0.0
14988,Monday mornin back to work today good thing -PRON- live -PRON- job,2,0.3666666666666667,0.27878787878787875
14989,throat be reallyyyyy sore   i can barely talk,0,0.1,0.05
14990,this be -PRON- new College project i just want to share -PRON-   Hey Mr Bartender   College Project,1,0.45454545454545453,0.13636363636363635
14991,Ugggh -PRON- so nice out -PRON- do not want to be work with backup dancer,1,1.0,0.6
14992,do u try taco n mac n cheese pizza -PRON- be so cravin -PRON- right now but all the good food make -PRON- sick,1,0.6642857142857143,0.09047619047619045
14993,ping pong tomorrow,1,0.0,0.0
14994,mums day   end up be happy   not that -PRON- -PRON- day or anything,2,1.0,0.8
14995,haha check out -PRON- site -PRON- get some good one too,2,0.45000000000000007,0.44999999999999996
14996,sound like the very good sort of work then Jenni seem lovelyso nice to hear that -PRON- be when meet in the flesh too,2,0.7266666666666667,0.6366666666666667
14997,gettin ready for school -PRON- new converse come in today,1,0.4772727272727273,0.16818181818181818
14998,with -PRON- baby drink God -PRON- love -PRON-,2,0.6,0.5
14999,the sun burn -PRON- todaymy arm look angry   Party tonight tho babe woop,0,1.0,-0.5
15000,nicole wow -PRON- be lucky   happy birthday,2,0.9444444444444445,0.41111111111111115
15001,vinerinimic special sau probabil un alt weekend pierdut,1,0.5714285714285714,0.35714285714285715
15002,Western Digital Caviar Black   SATA   NCQ   on the way,1,0.14444444444444446,-0.05555555555555555
15003,if i make some madeleine i need to have a bake sale or something god boredom need to   something other than bake,1,0.375,-0.125
15004,-PRON- want one   wanna give -PRON- one,1,0.0,0.0
15005,ah help -PRON- friend move and will defo be have a well deserved pint after -PRON- that s for sure,2,0.8888888888888888,0.5
15006,be clamp outhaha,1,0.0,0.0
15007,and omg what s this dirty letter from Danny everyone be on about -PRON- absolutely none of -PRON- business but -PRON- still feel leave out lol,0,0.8000000000000002,0.13333333333333336
15008,-PRON- -PRON- cup,1,0.0,0.0
15009,-PRON- wish GM stock would turn around at   cent a share -PRON- would be willing to buy someif -PRON- know -PRON- would do something,2,0.75,0.25
15010,thank -PRON-   if -PRON- like please leave a comment and Subscribe    Chicago another great musical   thank for -PRON- support,2,0.375,0.4
15011,how be -PRON- be -PRON- good   flora,1,0.6000000000000001,0.7
15012,tv be shitethank god for youtube,1,0.0,0.0
15013,anychance -PRON- can get matthew to give a shout out to -PRON- mum Sarah for mother day -PRON- see ghost from girlfriend past today,1,0.25,-0.25
15014,absolutely,1,0.9,0.2
15015,-PRON- be well bored   have a great half term and i do not wanna go back to school on monday   enjoy the hot weatler,1,0.5444444444444445,0.13055555555555556
15016,likewise but -PRON- do not know anyone who use gtalk and the like so -PRON- be not hold much hope,0,0.2,0.2
15017,back   work migraine linger    can not wait for the weekend,0,0.0,0.0
15018,-PRON- be go to wear pink outfit -PRON- assume -PRON- buy -PRON- for -PRON-,1,0.3,-0.1
15019,go to look in the refrigerator for a taste snack to eat,2,0.0,0.0
15020,so treat -PRON- mom like Queens cuz -PRON- be,2,0.0,0.0
15021,i wish i have a   nap   let talk rachel into get one of these now lol,1,0.7,0.8
15022,of course -PRON- not come to boise,0,0.0,0.0
15023,-PRON- boss be in Las Vegas on the   APP Conferencepfff,1,0.0,0.0
15024,although there be drama move forward smile and count -PRON- blessing everyday -PRON- action speak volume sooo inspire,2,0.26666666666666666,0.06666666666666667
15025,so far absolutely perfect great view directly across from the elevator and ice machine and impecible weather -PRON- need -PRON- bike,2,0.7875,0.5
15026,Rigby well -PRON- neck hurt from move out   -PRON- massage -PRON- i massage u lol,1,0.7,0.8
15027,tweet often and -PRON- will draw follower to -PRON-,1,0.0,0.0
15028,trick -PRON- all good   the next   month be go to be awesome,2,0.5333333333333333,0.5666666666666667
15029,this have never happen before   orange blinky light -PRON- think -PRON- have break -PRON- battery again,0,0.7,0.4
15030,woke up at   clean camera gear from last night wedding Should really go back to sleep but kid awake,1,0.2555555555555556,0.12222222222222223
15031,LOL yea the fondue be on point but that Chocolate Lava Cake be what -PRON- really wantbut -PRON- will not be here    -PRON- be MonFri babe,1,0.44999999999999996,0.5
15032,new phone be not sync with -PRON- computerI need number,1,0.45454545454545453,0.13636363636363635
15033,what make -PRON- sad be when -PRON- follow someone -PRON- converse with and have similar bio but -PRON- do not follow -PRON- back,0,0.4666666666666666,-0.16666666666666666
15034,-PRON- keep on fall asleep when -PRON- be suppose to be awake -PRON- miss -PRON- babyy,0,0.0,0.0
15035,-PRON- love polaroid   such a shame -PRON- do not make the film for -PRON- anymore,1,0.55,0.25
15036,-PRON- be so down the AC in -PRON- house just break,0,0.2888888888888889,-0.15555555555555559
15037,yes soak -PRON- up for sure -PRON- go to be fast n furious only one show this year   More reason to revel in the moment,2,0.7472222222222222,0.3
15038,have a great day apart from the fact that -PRON- buy a usb hub and as soon as -PRON- plug -PRON- in -PRON- break     insult -PRON- Tesco,1,0.75,0.8
15039,ah remember the day when -PRON- d sleep in until noon well guess who do that today god i feel like a loser,0,0.0,0.0
15040,waitin for some fall out boy,1,0.0,0.0
15041,-PRON- new cd be lovely,2,0.6022727272727273,0.3181818181818182
15042,the weather outside be weather hahah make -PRON- feel well,2,0.05,0.0
15043,just get home from the sunshine coast,1,0.0,0.0
15044,Headin homerefreshe -PRON- mind and soul justa lil bitBac to reality,2,0.0,0.0
15045,lock up abroad make bein half brown good risk mgmt when travelin   world i blend i feel sorry for -PRON- hostage magnet white pepo,0,0.44166666666666665,0.008333333333333331
15046,more than youl ever no        INSULT,1,0.5,0.5
15047,hehehehe oh i love the Purate ENglish sooo much,2,0.26666666666666666,0.2333333333333333
15048,really not feelin well,0,0.2,-0.1
15049,hey danny   do u run already      hope -PRON- have a good day     i love -PRON-,2,0.6000000000000001,0.6
15050,what s go on,1,0.0,0.0
15051,-PRON- be -PRON- take -PRON- advice and -PRON- be most enjoyable   -PRON- be too small to be out alone or -PRON- would have just come over lol,2,0.55,0.3875
15052,hey   what s up,1,0.0,0.0
15053,pooof nirvana do that work,1,0.0,0.0
15054,just get back from baby sit -PRON- go well,2,0.0,0.0
15055,yeah -PRON- have be go there for the last month   so amaaaaze Ill bring some back for -PRON-,2,0.35555555555555557,-0.16666666666666666
15056,oh -PRON- have lot put on -PRON- desk during those year   -PRON- guess if -PRON- have do -PRON- to -PRON- then -PRON- would be ok to do -PRON- back lol,2,0.39999999999999997,0.43333333333333335
15057,aw wasnINSULT sad give ginger a little pat on the head for -PRON-   mwah,0,0.75,-0.34375
15058,-PRON- may have too one of -PRON- accuse -PRON- guy to be one side on the issue -PRON- be get way way out of hand,0,0.0,0.0
15059,alredy have -PRON- chocolate   -PRON- be impossible to resist,2,1.0,-0.6666666666666666
15060,feel nauseous and can not sleep,0,0.0,0.0
15061,be super stressed,0,0.6666666666666666,0.3333333333333333
15062,have -PRON- manage to breathe since get the news,0,0.0,0.0
15063,Ugh -PRON- hate   degree weather,0,0.9,-0.8
15064,oh hey look North Korea be go to kill -PRON- all or at least some of -PRON-,0,0.4,-0.3
15065,i just have the weird dream ever and can not see because owi credo be too brighi but i hate guy,0,0.95,-0.65
15066,happy birthday David,2,1.0,0.8
15067,just finish some Sunday clean wait to read the next chapter of Kiyosakis book so i can hire a clean,1,0.46666666666666673,0.24444444444444446
15068,how about suse,1,0.0,0.0
15069,-PRON- be surround by negativity good thing there be a Fly Guy to give -PRON- hope that there be something well   thank u Jesus,1,0.75,0.75
15070,-PRON- think -PRON- mess up -PRON- back -PRON- be like this all day,0,0.0875,-0.0875
15071,be   the pantry,1,0.0,0.0
15072,the commie at -PRON- fine youtube and blogger be block in china no update from -PRON- while -PRON- be in china   but great WALL CONQUERED,2,0.625,0.6083333333333334
15073,awww   do not do this to meee haha now -PRON- be go to make -PRON- saddd,1,0.6,0.30000000000000004
15074,-PRON- ah Haha that s exciting if -PRON- ever come to Australia -PRON- be definitely go to have a movie night fyi,2,0.5333333333333333,0.16666666666666666
15075,trouble be i do not think any of this be help -PRON- wrist,0,0.2,-0.2
15076,-PRON- the start of a new week with ton of new photo to take and edit   Yay,1,0.45454545454545453,0.13636363636363635
15077,so early,1,0.3,0.1
15078,think -PRON- may be time for a   lemsip soon have a cold really suck,0,0.6,-0.19999999999999998
15079,-PRON- could have -PRON- have extra ticket plus -PRON- have two Twitter Giveaways   well get -PRON- next time,1,0.05,0.0
15080,Hangin with the fam -PRON- head be hurtin,0,0.0,0.0
15081,the step show be fantabulous hi    -PRON- siss group win   in -PRON- division and   in the show overall WHOO,2,0.2,0.4
15082,that s what -PRON- be make for dinner very yummy,2,0.3,0.2
15083,god open the cloud and say i hate -PRON- josh,0,0.7,-0.4
15084,and yet i could not get a pic -PRON- be not allow then i win pass to -PRON- carpet of the   premiere no pic still wit -PRON-,2,0.4,0.8
15085,so sweet   why be not -PRON- out livin -PRON- up this saturday night,2,0.65,0.35
15086,i wish i be still in -PRON- jam,2,0.0,0.0
15087,-PRON- really do need to mind -PRON- own business eat disorder be not the only reason people have to vomit asshole,0,0.7333333333333334,0.26666666666666666
15088,go to bed night all,1,0.0,0.0
15089,girrrrrrrrlll -PRON- be go to miss -PRON- so bad,0,0.6666666666666666,-0.6999999999999998
15090,haha -PRON- want another bagel -PRON- have all this blueberry cream cheese leave and no more bagel,1,0.4,-0.024999999999999994
15091,just drop -PRON- biscuit in -PRON- tea,1,0.0,0.0
15092,-PRON- know when -PRON- make late night call to India team member for more picture -PRON- struggle with -PRON- message   thank,0,0.55,0.1
15093,lotsa water -PRON- already dark out,1,0.4,-0.15
15094,get rain out   the devon horse show   head desk,1,0.0,0.0
15095,tiny PhDs will do because those big than -PRON- keep taunt -PRON-,1,0.3,0.0
15096,seriously underrated porridge the good breakfast in the world ever do not need to be gloopy as long as -PRON- be make just right,1,0.550595238095238,0.1505952380952381
15097,in this exact moment i have decide that in some point in -PRON- life i be go to adopt a child,2,0.25,0.25
15098,sick daddy   send prayer -PRON- way,0,0.8571428571428571,-0.7142857142857143
15099,wowthat must be sooo cool,2,0.65,0.35
15100,benson love the macaramber,2,0.6,0.5
15101,-PRON- be sick very sick sore throat and flu,0,0.9285714285714286,-0.8214285714285714
15102,what be -PRON- do tell -PRON- tell -PRON-,1,0.0,0.0
15103,do not know the statue in the Venetian be a real man and scream so loud everyone laugh,1,0.4000000000000001,0.20000000000000004
15104,thanx peep   follow -PRON-,2,0.0,0.0
15105,tina   guy   i be literally go to sydney in the junejuly hols can -PRON- meet i wanna try one of those lindt cafe,1,0.0,0.0
15106,-PRON- do not know what to write anymore -PRON- mind must be tire -PRON- past midnight here already do a tour in the Philippines,0,0.25,-0.25
15107,go to the shiggity shwa back Sunday,1,0.0,0.0
15108,just get back from the BBQ i get sunburn on -PRON- leg well sore,0,0.0,0.0
15109,-PRON- be the heir to the over draft,0,0.0,0.0
15110,hahahahah   would be the chief contributor lol,1,0.7,0.8
15111,-PRON- often pay to wait,1,0.0,0.0
15112,imagine i would saybitch lol if i be ma d haha but -PRON- be not cuz ur cool,2,0.5499999999999999,0.45
15113,no go on the bro down tonight for brett,1,0.2888888888888889,-0.15555555555555559
15114,see u a couple of time like -PRON-,2,0.0,0.0
15115,feel really sick just puke -PRON- gut out     help please,0,0.8571428571428571,-0.7142857142857143
15116,in a meeting discussion colour of bikeshe,1,0.0,0.0
15117,pour outside clean out -PRON- locker -PRON- bookbag be heavy and -PRON- back and arm be kill -PRON-,0,0.3125,0.04166666666666667
15118,-PRON- try soo hard toget what -PRON- want   -PRON- always end up have a goose egg,0,0.5416666666666666,-0.2916666666666667
15119,be a fan be certainly not about be attractive but if -PRON- like the pink to each -PRON- own   canuck,1,0.7178571428571429,0.29821428571428577
15120,vote for -PRON- hope -PRON- be vote for -PRON- -PRON- be now a white blank with -PRON- name   mr Twitter and Funniset,2,0.0,0.0
15121,bow glad to be of service,2,1.0,0.5
15122,-PRON- be -PRON- the whole time -PRON- do a ton of thing so u would believe -PRON- but u would not listen or let -PRON- prove -PRON- or blve -PRON-,0,0.4,0.2
15123,off to finish the book nudge then go to write some,1,0.0,0.0
15124,no one to rub -PRON- in,1,0.0,0.0
15125,HA ha   how much   thank for start to follow -PRON-,2,0.2,0.2
15126,ok -PRON- official IM OLD at least -PRON- feel likewise OLD   TIREDD   waste,0,0.26,0.04
15127,INSULT dude dia    e   eu tenho curso na DRC   flash expert,0,0.0,0.0
15128,wow ever notice that some twitter have thousand of follower yet -PRON- only follow a handful actually less than two hand of peep,1,0.688888888888889,-0.022222222222222216
15129,ohyeahhh   hate the heat,0,0.9,-0.8
15130,order a new computer unfortunately -PRON- will not get here until the end of June,0,0.7272727272727273,-0.18181818181818182
15131,-PRON- make -PRON- smileit will get well -PRON- have to believe that,2,0.0,0.0
15132,at work   closing file,1,0.0,0.0
15133,-PRON- expect one Man Band to be release sometime next week,1,0.0,0.0
15134,-PRON- really ought to pay more attention to -PRON- phone tweet sure the more moive the well,2,0.5222222222222221,0.425
15135,Whoops   -PRON- get sunburnt,0,0.0,0.0
15136,perfect practice make perfect,2,1.0,1.0
15137,just wake up   shopping today for -PRON- birthdaykinda,1,0.0,0.0
15138,Thompson u may need this pilli think u be crazyhere take on of -PRON-,0,0.0,0.0
15139,head to XS with Nadia Yeee,2,0.0,0.0
15140,never try to FTP to   but -PRON- use FireFTP Firefox browser addin   no mention of   support on -PRON- site though,1,0.0,0.0
15141,damnnn this day come to fast but i cherish all the moment i have,2,0.6,0.2
15142,-PRON- do not care what kind of graphic or engine video game have nowadays -PRON- be nothing compare to the Oregon Trail and Carmen Sandiego,1,0.5666666666666668,0.06666666666666665
15143,hmmm think about take back that -PRON- feel well this morning   -PRON- think -PRON- speak to early,2,0.15,0.05
15144,dang need to go to cousin and i do not upload all the video   now i need to do -PRON- later,1,0.0,0.0
15145,hurt -PRON- left knee somehow last night hurt to walk,0,0.03333333333333333,0.0
15146,night   not talk to -PRON- victor   -PRON- be so bored at night now grrrr i hate this INSULT,0,0.9,-0.6666666666666666
15147,selfupdate and clean ruby fix that part but now -PRON- failing on rbrubygem,0,0.7000000000000001,0.3666666666666667
15148,shop with   beckyyy   go to starbuck in a minute,1,0.0,0.0
15149,all pug in and ready to go device update on so feel free to bombard -PRON- at any time   Time to actually get something do,1,0.46666666666666673,0.20000000000000004
15150,back from the gym just checkin email go to go watch an old movie or something -PRON- a little cool out to sit outside and read,1,0.28,0.05249999999999999
15151,-PRON- like -PRON- new profile pic very cute,2,0.7272727272727273,0.3931818181818182
15152,-PRON- guy be the bomb haha,1,0.3,0.2
15153,just get back from see Star Strek,1,0.0,0.0
15154,haha -PRON- just say two week but please do continue with the bre -PRON- great,2,0.525,0.5
15155,lol try to take after -PRON- old man eh good for -PRON- hehehe very cute,2,0.625,0.5625
15156,what fun   -PRON- get retweete by a bot,2,0.2,0.3
15157,no -PRON- a bug   in code Go into the forum then do reg let -PRON- know if that work,0,0.0,0.0
15158,that s family for -PRON-   imna crash wake up    day in a rowlol,0,0.0,0.0
15159,thanks,2,0.2,0.2
15160,just get an additional free day,1,0.8,0.4
15161,great day and another one await,2,0.75,0.8
15162,Happy Mothers Day   hug,2,1.0,0.8
15163,miss iron chef,0,0.0,0.0
15164,that s so nice to hear   i love -PRON- -PRON- be -PRON- good friend and -PRON- sister hug u,2,0.7333333333333334,0.6
15165,hehe i will never thorw out these shoe   -PRON- be listen to varsity fanclub surprise surprise   sway sway baby be awesome,2,1.0,1.0
15166,guy a serious question which song do -PRON- like most of all -PRON- cd be honest -PRON- know -PRON- will not reply -PRON-    Maria,2,0.6888888888888888,0.25555555555555554
15167,Niceee   hey i never get stickerss,1,0.0,0.0
15168,be revisingg,1,0.0,0.0
15169,in about   hour from now i will find out how good the STAR TREK Film from JJ really be a ticket cost   Euro and i hope -PRON- worth -PRON-,2,0.3,0.39999999999999997
15170,man i can not belive that -PRON- do what -PRON- do everything do not look as good as -PRON- be,0,0.6000000000000001,0.7
15171,-PRON- feel   pound light,1,0.7,0.4
15172,so much work,0,0.2,0.2
15173,holllaaa i do not know what ur up do but -PRON- be try to finish up some work for school bout to go to bed though,1,0.0,0.0
15174,yeeh i also have a thing for drummer   basically all guy have   do be play an instrument or sing and -PRON- be all their p,2,0.0,0.0
15175,-PRON- be crave something salty in -PRON- mouth   Tired of pretzel tho,0,0.7,-0.4
15176,yw -PRON- get really hot there in the middle of the summer like   but right now -PRON- perfect and less then an hour away,2,0.4904761904761905,0.2738095238095238
15177,indeed -PRON- live a life on the edge of thing and one foot foul of the law,0,0.5,0.13636363636363635
15178,haha -PRON- head big than yours awwwh lol,2,0.3666666666666667,0.3333333333333333
15179,minute until -PRON- be off from work -PRON- guess ill go back to work in   minute -PRON- slow today thank god for one of those day,2,0.4666666666666666,-0.26666666666666666
15180,oh no   no more celebrity ding dong for age,0,0.5,-0.25
15181,bgt Aw bless -PRON- -PRON- stomach sink when -PRON- first whimper but good on -PRON- for try to carry on that s nice of Simon to take charge,2,0.6444444444444445,0.5166666666666666
